,Unnamed: 0,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,date,day,month,year,week
6638,7286.0,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal,Offer3,Agent,Luxury Car,Medsize,2476.046413,2011-01-12,54831.0,61.0,7.0,45.0,0.0,1.0,136.2171,2011-01-12,12,1,2011,2
6639,7287.0,California,No,Extended,Master,Employed,M,Suburban,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,3056.990764,2011-01-07,78310.0,76.0,4.0,24.0,0.0,1.0,364.8,2011-01-07,7,1,2011,1
6640,7288.0,Nevada,No,Basic,High School or Below,Others,M,Suburban,Married,Personal,Offer2,Web,Sports Car,Medsize,5217.513287,2011-02-17,39854.0,66.0,6.0,4.0,0.0,7.0,261.930545,2011-02-17,17,2,2011,7
6641,7289.0,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate,Offer3,Web,SUV,Medsize,6744.190752,2011-02-03,0.0,90.0,3.0,74.0,0.0,4.0,547.912576,2011-02-03,3,2,2011,5
6642,7290.0,Oregon,Yes,Basic,College,Others,F,Suburban,Single,Personal,Offer1,Web,Two-Door Car,Medsize,15739.92367,2011-02-22,48096.0,131.0,10.0,3.0,0.0,2.0,450.090267,2011-02-22,22,2,2011,8
6643,7293.0,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal,Offer4,Agent,Two-Door Car,Medsize,7153.671737,2011-01-07,59522.0,89.0,0.0,8.0,0.0,3.0,427.2,2011-01-07,7,1,2011,1
6644,7294.0,Oregon,No,Basic,Bachelor,Others,M,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Medsize,8263.482214,2011-02-11,0.0,79.0,11.0,45.0,1.0,2.0,46.464625,2011-02-11,11,2,2011,6
6645,7295.0,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate,Offer4,Web,SUV,Medsize,3142.739611,2011-01-10,43285.0,83.0,35.0,77.0,0.0,1.0,265.742679,2011-01-10,10,1,2011,2
6646,7296.0,California,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,2691.596929,2011-01-08,33104.0,70.0,10.0,23.0,1.0,1.0,336.0,2011-01-08,8,1,2011,1
6647,7297.0,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal,Offer1,Web,Four-Door Car,Large,2500.837384,2011-02-04,56172.0,64.0,0.0,74.0,0.0,1.0,307.2,2011-02-04,4,2,2011,5
6648,7298.0,Washington,Yes,Basic,College,Employed,M,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,3728.873486,2011-02-12,83632.0,94.0,7.0,86.0,4.0,1.0,216.839496,2011-02-12,12,2,2011,6
6649,7299.0,Nevada,No,Extended,Doctor,Employed,F,Rural,Married,Corporate,Offer2,Agent,Two-Door Car,Medsize,2937.165583,2011-02-02,0.0,81.0,16.0,69.0,0.0,1.0,388.8,2011-02-02,2,2,2011,5
6650,7300.0,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,10391.78109,2011-02-04,81439.0,90.0,25.0,40.0,1.0,2.0,108.118855,2011-02-04,4,2,2011,5
6651,7302.0,California,No,Basic,College,Unemployed,F,Urban,Married,Personal,Offer4,Web,Four-Door Car,Medsize,2994.351694,2011-01-29,55911.0,74.0,7.0,40.0,0.0,1.0,187.934331,2011-01-29,29,1,2011,4
6652,7306.0,California,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,14203.6226,2011-01-16,90456.0,71.0,26.0,40.0,0.0,2.0,165.057816,2011-01-16,16,1,2011,2
6653,7307.0,Oregon,Yes,Basic,College,Employed,M,Urban,Married,Personal,Offer2,Agent,Sports Car,Medsize,4490.549093,2011-01-19,0.0,64.0,13.0,11.0,0.0,3.0,254.404622,2011-01-19,19,1,2011,3
6654,7308.0,Oregon,No,Basic,Doctor,Employed,M,Rural,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,10963.95723,2011-02-08,55687.0,276.0,33.0,91.0,0.0,1.0,1324.8,2011-02-08,8,2,2011,6
6655,7309.0,California,Yes,Extended,Bachelor,Others,F,Suburban,Single,Personal,Offer1,Agent,SUV,Medsize,3508.569533,2011-01-05,20978.0,98.0,19.0,96.0,1.0,1.0,1176.2788,2011-01-05,5,1,2011,1
6656,7310.0,California,Yes,Extended,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer1,Agent,Four-Door Car,Large,4942.873707,2011-01-23,82093.0,62.0,17.0,3.0,0.0,3.0,266.932542,2011-01-23,23,1,2011,3
6657,7312.0,California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Two-Door Car,Medsize,6218.662593,2011-02-04,51944.0,156.0,12.0,96.0,0.0,1.0,748.8,2011-02-04,4,2,2011,5
6658,7313.0,California,Yes,Extended,Master,Unemployed,M,Suburban,Single,Corporate,Offer1,Agent,SUV,Small,6156.363979,2011-01-08,78824.0,77.0,10.0,12.0,0.0,6.0,267.699403,2011-01-08,8,1,2011,1
6659,7314.0,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal,Offer3,Agent,Two-Door Car,Small,,,,,,,,,,,0,0,0,0
6660,7315.0,Arizona,Yes,Basic,Bachelor,Others,M,Suburban,Divorced,Personal,Offer1,Agent,Four-Door Car,Large,5926.729379,2011-01-25,23091.0,96.0,28.0,90.0,5.0,5.0,460.8,2011-01-25,25,1,2011,4
6661,7317.0,California,No,Extended,College,Employed,F,Rural,Married,Corporate,Offer4,Branch,Four-Door Car,Medsize,10295.46521,2011-02-17,24723.0,129.0,20.0,0.0,0.0,5.0,619.2,2011-02-17,17,2,2011,7
6662,7318.0,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal,Offer3,Branch,SUV,Medsize,2710.811423,2011-02-09,31998.0,69.0,31.0,70.0,0.0,1.0,331.2,2011-02-09,9,2,2011,6
6663,7319.0,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Agent,SUV,Medsize,3363.004143,2011-02-20,80138.0,83.0,3.0,33.0,0.0,1.0,209.427344,2011-02-20,20,2,2011,7
6664,7320.0,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate,Offer2,Call Center,Four-Door Car,Large,3122.984111,2011-01-01,72916.0,80.0,25.0,72.0,0.0,1.0,384.0,2011-01-01,1,1,2011,52
6665,7321.0,California,No,Basic,College,Employed,F,Rural,Divorced,Corporate,Offer4,Call Center,Four-Door Car,Large,6220.765007,2011-02-05,0.0,65.0,5.0,63.0,2.0,2.0,468.0,2011-02-05,5,2,2011,5
6666,7322.0,Washington,No,Extended,Bachelor,Others,M,Rural,Divorced,Personal,Offer1,Web,Two-Door Car,Medsize,3455.17183,2011-02-21,0.0,91.0,16.0,63.0,0.0,1.0,681.038959,2011-02-21,21,2,2011,8
6667,7323.0,Arizona,No,Extended,College,Employed,M,Rural,Divorced,Personal,Offer1,Web,Four-Door Car,Medsize,11855.13545,2011-02-17,0.0,170.0,10.0,74.0,0.0,5.0,1227.491941,2011-02-17,17,2,2011,7
6668,7324.0,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Large,7163.796624,2011-02-03,44527.0,94.0,20.0,91.0,2.0,5.0,286.960016,2011-02-03,3,2,2011,5
6669,7325.0,Oregon,No,Extended,College,Employed,M,Rural,Divorced,Personal,Offer1,Branch,Four-Door Car,Medsize,3157.551595,2011-02-02,46655.0,82.0,27.0,20.0,0.0,1.0,336.892624,2011-02-02,2,2,2011,5
6670,7326.0,California,Yes,Extended,College,Others,M,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,8336.08382,2011-02-16,0.0,67.0,10.0,50.0,2.0,2.0,445.265108,2011-02-16,16,2,2011,7
6671,7327.0,Oregon,No,Basic,Master,Unemployed,F,Suburban,Divorced,Personal,Offer1,Branch,Four-Door Car,Small,5809.261551,2011-01-30,26975.0,73.0,14.0,59.0,0.0,5.0,548.333667,2011-01-30,30,1,2011,4
6672,7328.0,California,No,Premium,College,Unemployed,M,Suburban,Single,Corporate,Offer1,Call Center,SUV,Medsize,10016.28847,2011-01-16,62900.0,62.0,3.0,12.0,0.0,2.0,83.897335,2011-01-16,16,1,2011,2
6673,7329.0,Washington,No,Extended,College,Employed,F,Urban,Married,Personal,Offer2,Web,Four-Door Car,Small,4914.731004,2011-02-24,14232.0,64.0,13.0,1.0,0.0,5.0,307.2,2011-02-24,24,2,2011,8
6674,7330.0,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,2750.540853,2011-02-08,34200.0,70.0,27.0,15.0,0.0,1.0,167.295936,2011-02-08,8,2,2011,6
6675,7331.0,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal,Offer2,Web,Four-Door Car,Small,5677.309793,2011-01-09,0.0,77.0,13.0,57.0,0.0,9.0,369.6,2011-01-09,9,1,2011,1
6676,7332.0,California,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Large,2393.1169,2011-01-25,22981.0,69.0,30.0,8.0,0.0,1.0,16.80116,2011-01-25,25,1,2011,4
6677,7333.0,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,8126.766397,2011-02-22,14616.0,107.0,22.0,73.0,0.0,3.0,513.6,2011-02-22,22,2,2011,8
6678,7334.0,Nevada,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate,Offer3,Agent,Four-Door Car,Medsize,2774.799523,2011-01-20,0.0,74.0,4.0,30.0,0.0,1.0,355.2,2011-01-20,20,1,2011,3
6679,7335.0,Oregon,No,Basic,High School or Below,Others,M,Suburban,Single,Corporate,Offer1,Call Center,SUV,Medsize,4300.901435,2011-01-06,88590.0,107.0,0.0,57.0,0.0,1.0,41.721538,2011-01-06,6,1,2011,1
6680,7336.0,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Large,5221.14469,2011-02-03,60445.0,65.0,8.0,53.0,0.0,8.0,279.450351,2011-02-03,3,2,2011,5
6681,7337.0,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal,Offer2,Branch,Four-Door Car,Small,12383.5306,2011-01-04,40602.0,105.0,14.0,84.0,0.0,2.0,459.895876,2011-01-04,4,1,2011,1
6682,7338.0,California,No,Basic,Doctor,Employed,M,Rural,Single,Personal,Offer2,Agent,Four-Door Car,Medsize,7680.748159,2011-01-06,66795.0,64.0,14.0,71.0,0.0,2.0,238.032027,2011-01-06,6,1,2011,1
6683,7339.0,California,No,Extended,Bachelor,Employed,F,Rural,Married,Personal,Offer3,Call Center,Four-Door Car,Medsize,4014.453113,2011-01-08,37384.0,99.0,9.0,17.0,0.0,1.0,475.2,2011-01-08,8,1,2011,1
6684,7340.0,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal,Offer3,Web,SUV,Small,4250.282624,2011-01-18,0.0,61.0,17.0,1.0,1.0,7.0,292.8,2011-01-18,18,1,2011,3
6685,7341.0,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal,Offer4,Agent,Luxury Car,Small,4624.557568,2011-01-01,28264.0,61.0,22.0,12.0,4.0,6.0,167.889924,2011-01-01,1,1,2011,52
6686,7342.0,Arizona,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal,Offer2,Agent,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
6687,7343.0,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,7345.897176,2011-01-29,79980.0,91.0,22.0,75.0,0.0,3.0,629.82071,2011-01-29,29,1,2011,4
6688,7344.0,Arizona,No,Basic,High School or Below,Others,M,Suburban,Married,Personal,Offer1,Branch,Two-Door Car,Medsize,5323.866117,2011-01-05,64706.0,135.0,0.0,30.0,0.0,1.0,77.129691,2011-01-05,5,1,2011,1
6689,7345.0,Oregon,No,Basic,Master,Employed,M,Rural,Divorced,Personal,Offer4,Web,Four-Door Car,Small,4426.096934,2011-01-19,29660.0,112.0,29.0,71.0,0.0,1.0,334.133949,2011-01-19,19,1,2011,3
6690,7346.0,Nevada,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer1,Web,SUV,Small,6852.36423,2011-02-21,26313.0,87.0,6.0,77.0,0.0,7.0,417.6,2011-02-21,21,2,2011,8
6691,7347.0,Washington,No,Basic,High School or Below,Others,M,Suburban,Divorced,Personal,Offer3,Call Center,Two-Door Car,Large,3534.337809,2011-01-25,19861.0,93.0,27.0,21.0,0.0,1.0,446.4,2011-01-25,25,1,2011,4
6692,7348.0,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Branch,Two-Door Car,Small,4349.30875,2011-02-10,75648.0,108.0,28.0,10.0,0.0,1.0,112.660916,2011-02-10,10,2,2011,6
6693,7349.0,California,No,Basic,College,Unemployed,F,Suburban,Divorced,Corporate,Offer3,Branch,Four-Door Car,Small,,,,,,,,,,,0,0,0,0
6694,7350.0,Arizona,Yes,Extended,College,Employed,M,Suburban,Married,Corporate,Offer1,Branch,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
6695,7351.0,Oregon,No,Premium,Master,Others,F,Suburban,Single,Personal,Offer1,Agent,Four-Door Car,Small,11638.89947,2011-01-26,25370.0,102.0,10.0,77.0,0.0,2.0,489.6,2011-01-26,26,1,2011,4
6696,7352.0,California,No,Extended,College,Employed,F,Suburban,Single,Special,Offer1,Branch,Four-Door Car,Small,13559.39395,2011-01-03,98036.0,113.0,18.0,92.0,0.0,2.0,662.444819,2011-01-03,3,1,2011,1
6697,7353.0,California,No,Basic,College,Employed,M,Urban,Single,Personal,Offer3,Agent,Four-Door Car,Medsize,4282.947971,2011-02-26,40864.0,109.0,16.0,70.0,1.0,1.0,166.937747,2011-02-26,26,2,2011,8
6698,7354.0,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal,Offer3,Call Center,Four-Door Car,Medsize,9144.856285,2011-01-19,21150.0,116.0,8.0,1.0,0.0,4.0,833.417104,2011-01-19,19,1,2011,3
6699,7355.0,Nevada,No,Extended,College,Employed,F,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,7434.270631,2011-02-03,49057.0,63.0,16.0,52.0,0.0,2.0,29.618152,2011-02-03,3,2,2011,5
6700,7356.0,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,SUV,Medsize,6159.011684,2011-01-14,97658.0,76.0,7.0,82.0,1.0,3.0,364.8,2011-01-14,14,1,2011,2
6701,7357.0,California,No,Extended,High School or Below,Employed,M,Urban,Married,Corporate,Offer2,Call Center,Two-Door Car,Large,3883.398053,2011-01-27,0.0,109.0,10.0,70.0,0.0,1.0,765.906271,2011-01-27,27,1,2011,4
6702,7359.0,California,No,Extended,High School or Below,Employed,M,Rural,Single,Personal,Offer1,Agent,Four-Door Car,Medsize,10622.51656,2011-01-12,25634.0,67.0,12.0,53.0,0.0,2.0,144.728404,2011-01-12,12,1,2011,2
6703,7360.0,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer1,Web,Four-Door Car,Medsize,5257.241485,2011-01-24,56154.0,67.0,6.0,26.0,0.0,4.0,386.160674,2011-01-24,24,1,2011,4
6704,7361.0,California,No,Basic,College,Employed,M,Suburban,Divorced,Personal,Offer3,Agent,Four-Door Car,Medsize,4881.394894,2011-02-09,90892.0,61.0,1.0,31.0,0.0,6.0,102.322529,2011-02-09,9,2,2011,6
6705,7362.0,Oregon,No,Basic,High School or Below,Others,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Small,13197.92893,2011-01-27,0.0,68.0,19.0,2.0,3.0,2.0,326.4,2011-01-27,27,1,2011,4
6706,7363.0,Arizona,No,Basic,College,Unemployed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Large,5334.183231,2011-02-02,72960.0,68.0,11.0,17.0,1.0,5.0,143.535826,2011-02-02,2,2,2011,5
6707,7364.0,Washington,No,Basic,Master,Employed,M,Rural,Married,Corporate,Offer1,Agent,SUV,Medsize,4965.491316,2011-01-06,0.0,73.0,4.0,71.0,1.0,8.0,525.6,2011-01-06,6,1,2011,1
6708,7365.0,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal,Offer3,Branch,Luxury SUV,Small,5470.060561,2011-02-17,54507.0,138.0,20.0,11.0,0.0,1.0,702.990032,2011-02-17,17,2,2011,7
6709,7367.0,Nevada,No,Basic,College,Employed,M,Suburban,Married,Personal,Offer1,Agent,Four-Door Car,Medsize,3713.790822,2011-01-04,81190.0,92.0,9.0,87.0,0.0,1.0,356.563616,2011-01-04,4,1,2011,1
6710,7368.0,California,No,Basic,Doctor,Employed,M,Suburban,Single,Corporate,Offer3,Agent,Two-Door Car,Small,2894.583582,2011-02-13,28204.0,73.0,6.0,12.0,0.0,1.0,486.987555,2011-02-13,13,2,2011,6
6711,7369.0,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate,Offer2,Call Center,Two-Door Car,Small,1940.981221,2011-02-07,0.0,66.0,5.0,40.0,3.0,1.0,475.2,2011-02-07,7,2,2011,6
6712,7370.0,California,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate,Offer1,Agent,Four-Door Car,Medsize,2647.204207,2011-02-13,26441.0,66.0,32.0,20.0,0.0,1.0,210.641776,2011-02-13,13,2,2011,6
6713,7371.0,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5461.967787,2011-02-06,42650.0,69.0,10.0,92.0,0.0,5.0,35.565605,2011-02-06,6,2,2011,5
6714,7372.0,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,2661.82351,2011-02-23,29195.0,68.0,2.0,46.0,0.0,1.0,448.181396,2011-02-23,23,2,2011,8
6715,7373.0,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Large,2397.036098,2011-01-29,22283.0,65.0,16.0,93.0,0.0,1.0,572.072106,2011-01-29,29,1,2011,4
6716,7374.0,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,4567.874448,2011-02-07,15383.0,61.0,10.0,36.0,0.0,4.0,292.8,2011-02-07,7,2,2011,6
6717,7375.0,Arizona,No,Basic,Master,Employed,F,Suburban,Single,Personal,Offer2,Agent,Two-Door Car,Medsize,5534.569714,2011-02-05,16101.0,74.0,16.0,10.0,0.0,3.0,437.608909,2011-02-05,5,2,2011,5
6718,7376.0,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,6057.07208,2011-02-14,27681.0,83.0,13.0,62.0,0.0,9.0,398.4,2011-02-14,14,2,2011,7
6719,7377.0,Arizona,No,Extended,Master,Employed,M,Suburban,Divorced,Corporate,Offer2,Agent,Two-Door Car,Medsize,10656.88195,2011-02-27,72540.0,88.0,7.0,3.0,0.0,2.0,631.743039,2011-02-27,27,2,2011,8
6720,7378.0,Oregon,No,Extended,Doctor,Employed,M,Rural,Married,Personal,Offer4,Web,Four-Door Car,Medsize,13798.47871,2011-01-28,42780.0,181.0,11.0,43.0,2.0,5.0,868.8,2011-01-28,28,1,2011,4
6721,7379.0,Arizona,No,Extended,College,Unemployed,M,Suburban,Single,Corporate,Offer4,Call Center,Two-Door Car,Medsize,,,,,,,,,,,0,0,0,0
6722,7380.0,Oregon,No,Basic,Bachelor,Employed,F,Rural,Single,Corporate,Offer1,Call Center,Luxury SUV,Medsize,2690.477161,2011-01-02,60060.0,67.0,24.0,12.0,0.0,1.0,320.629479,2011-01-02,2,1,2011,52
6723,7381.0,Oregon,Yes,Extended,College,Others,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,7409.083969,2011-01-11,61160.0,96.0,2.0,71.0,0.0,3.0,354.530239,2011-01-11,11,1,2011,2
6724,7382.0,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer2,Call Center,Two-Door Car,Medsize,4991.535369,2011-02-20,93416.0,62.0,5.0,16.0,0.0,6.0,246.249051,2011-02-20,20,2,2011,7
6725,7384.0,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal,Offer2,Call Center,Four-Door Car,Medsize,4434.028141,2011-01-03,83220.0,110.0,9.0,42.0,0.0,1.0,528.0,2011-01-03,3,1,2011,1
6726,7385.0,California,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal,Offer2,Web,Four-Door Car,Medsize,14748.92373,2011-02-11,31226.0,93.0,31.0,68.0,0.0,2.0,446.4,2011-02-11,11,2,2011,6
6727,7386.0,California,No,Premium,Bachelor,Employed,M,Urban,Married,Corporate,Offer3,Agent,Four-Door Car,Medsize,4916.373221,2011-01-07,66982.0,121.0,12.0,13.0,0.0,1.0,871.2,2011-01-07,7,1,2011,1
6728,7387.0,Arizona,No,Basic,Bachelor,Employed,F,Rural,Married,Personal,Offer4,Call Center,Luxury Car,Medsize,12495.73971,2011-02-03,0.0,61.0,32.0,85.0,0.0,2.0,292.8,2011-02-03,3,2,2011,5
6729,7388.0,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Branch,Four-Door Car,Small,12877.7765,2011-01-25,0.0,117.0,8.0,89.0,0.0,2.0,561.6,2011-01-25,25,1,2011,4
6730,7389.0,Oregon,No,Basic,College,Employed,F,Suburban,Married,Corporate,Offer2,Call Center,Four-Door Car,Small,6775.924167,2011-02-20,27354.0,86.0,2.0,13.0,1.0,7.0,412.8,2011-02-20,20,2,2011,7
6731,7390.0,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate,Offer3,Agent,SUV,Medsize,7540.911474,2011-02-14,61726.0,96.0,33.0,30.0,2.0,4.0,689.507724,2011-02-14,14,2,2011,7
6732,7391.0,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Small,5989.773931,2011-01-19,66839.0,154.0,33.0,24.0,0.0,1.0,739.2,2011-01-19,19,1,2011,3
6733,7392.0,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal,Offer2,Call Center,SUV,Small,9171.000967,2011-02-10,60433.0,77.0,0.0,64.0,0.0,2.0,369.6,2011-02-10,10,2,2011,6
6734,7394.0,California,No,Basic,College,Employed,F,Urban,Married,Personal,Offer2,Agent,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
6735,7395.0,Arizona,No,Extended,Doctor,Employed,M,Rural,Single,Personal,Offer1,Agent,Sports Car,Medsize,2675.569927,2011-02-16,67837.0,69.0,19.0,17.0,4.0,1.0,430.477436,2011-02-16,16,2,2011,7
6736,7396.0,Nevada,No,Basic,College,Employed,F,Rural,Married,Personal,Offer4,Agent,SUV,Small,9246.223462,2011-02-14,40032.0,118.0,1.0,50.0,2.0,7.0,717.763724,2011-02-14,14,2,2011,7
6737,7397.0,Arizona,No,Premium,College,Employed,M,Suburban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,4860.580033,2011-01-13,41126.0,61.0,28.0,89.0,0.0,8.0,199.281404,2011-01-13,13,1,2011,2
6738,7398.0,Washington,Yes,Extended,College,Employed,F,Rural,Married,Personal,Offer2,Call Center,Two-Door Car,Small,2471.145145,2011-01-26,65176.0,62.0,24.0,32.0,0.0,1.0,297.6,2011-01-26,26,1,2011,4
6739,7399.0,Oregon,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal,Offer2,Branch,Four-Door Car,Medsize,2760.954751,2011-01-18,34717.0,70.0,7.0,33.0,2.0,1.0,336.0,2011-01-18,18,1,2011,3
6740,7400.0,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal,Offer4,Branch,Two-Door Car,Large,4270.034394,2011-01-19,0.0,122.0,27.0,2.0,0.0,1.0,725.870693,2011-01-19,19,1,2011,3
6741,7401.0,Oregon,No,Basic,Doctor,Unemployed,F,Suburban,Married,Personal,Offer2,Agent,Four-Door Car,Small,3136.082008,2011-01-15,0.0,89.0,15.0,83.0,0.0,1.0,640.8,2011-01-15,15,1,2011,2
6742,7402.0,Nevada,Yes,Basic,High School or Below,Others,F,Suburban,Married,Special,Offer2,Agent,SUV,Small,7755.209719,2011-01-15,0.0,110.0,7.0,90.0,0.0,5.0,528.0,2011-01-15,15,1,2011,2
6743,7403.0,California,No,Extended,College,Employed,M,Rural,Divorced,Special,Offer3,Web,Four-Door Car,Medsize,4927.707574,2011-01-29,0.0,67.0,29.0,40.0,0.0,9.0,132.443705,2011-01-29,29,1,2011,4
6744,7404.0,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Call Center,Four-Door Car,Medsize,6661.744145,2011-01-07,0.0,95.0,6.0,99.0,0.0,5.0,456.0,2011-01-07,7,1,2011,1
6745,7406.0,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal,Offer1,Branch,Four-Door Car,Medsize,6529.911496,2011-01-09,44379.0,83.0,10.0,12.0,1.0,8.0,398.4,2011-01-09,9,1,2011,1
6746,7407.0,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal,Offer2,Call Center,Two-Door Car,Medsize,3293.245706,2011-02-15,0.0,94.0,3.0,40.0,0.0,1.0,676.8,2011-02-15,15,2,2011,7
6747,7408.0,Oregon,No,Basic,Bachelor,Employed,M,Rural,Married,Personal,Offer4,Branch,Two-Door Car,Medsize,5154.764074,2011-01-02,82730.0,127.0,13.0,31.0,0.0,1.0,442.521087,2011-01-02,2,1,2011,52
6748,7409.0,California,No,Basic,Master,Employed,M,Urban,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,5597.12496,2011-01-27,37995.0,139.0,16.0,50.0,0.0,1.0,667.2,2011-01-27,27,1,2011,4
6749,7410.0,Washington,No,Extended,College,Employed,F,Rural,Married,Personal,Offer3,Agent,Four-Door Car,Medsize,,,,,,,,,,,0,0,0,0
6750,7411.0,California,No,Basic,Master,Employed,F,Rural,Married,Personal,Offer2,Branch,Four-Door Car,Medsize,5423.136755,2011-01-28,85018.0,68.0,22.0,54.0,3.0,6.0,62.837764,2011-01-28,28,1,2011,4
6751,7412.0,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal,Offer4,Branch,Four-Door Car,Medsize,5553.362689,2011-02-04,0.0,89.0,1.0,84.0,1.0,4.0,640.8,2011-02-04,4,2,2011,5
6752,7414.0,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate,Offer1,Branch,Two-Door Car,Medsize,5504.139033,2011-02-08,0.0,73.0,18.0,45.0,0.0,5.0,350.4,2011-02-08,8,2,2011,6
6753,7415.0,Washington,No,Extended,College,Employed,M,Suburban,Married,Personal,Offer4,Call Center,Four-Door Car,Medsize,12663.99057,2011-02-05,72109.0,105.0,31.0,34.0,0.0,2.0,504.0,2011-02-05,5,2,2011,5
6754,7416.0,California,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal,Offer1,Branch,Sports Car,Medsize,5548.031892,2011-01-13,67798.0,69.0,1.0,78.0,0.0,9.0,331.2,2011-01-13,13,1,2011,2
